日期,销售额,订单数量,平均订单价值,客户评分,产品类别,地区
2024-12-15,9573.105696576305,183,141.3614333429158,3.604897408564151,电子产品,华南
2024-12-16,10621.81513119601,116,165.07266387571235,4.460252335742249,食品,华南
2024-12-17,12950.712433899103,184,201.624908913586,3.906721154750277,家居,华南
2024-12-18,11715.319246404038,91,225.46638623622675,4.389217987480134,家居,华中
2024-12-19,9680.122940073146,64,100.3075888357453,4.520197896655177,家居,华北
2024-12-20,9961.967584194623,160,137.4323964225436,3.846243783731018,书籍,华北
2024-12-21,7994.941270724383,82,135.54680211045482,4.185287967320553,服装,华东
2024-12-22,9962.97372801522,87,198.79558415099046,3.7854872942286018,食品,华北
2024-12-23,9422.682722159723,146,75.56115040304395,3.5785083136797624,书籍,华南
2024-12-24,10645.437120676179,82,165.41505579196638,4.067714635228803,食品,华南
2024-12-25,8345.538112895354,135,142.295690747429,4.044416407768988,食品,华南
2024-12-26,11038.693028482345,115,199.1433824864292,4.993220736056386,服装,华东
2024-12-27,13065.477826005155,59,195.0311652001338,4.169528526796463,家居,华南
2024-12-28,9782.479703086285,54,160.96520204480078,4.000354324208301,服装,华北
2024-12-29,10803.423444197882,172,102.60830787864609,4.370712510075012,书籍,华中
2024-12-30,11380.287983422226,123,132.783315529946,3.6331510911616527,书籍,华中
2024-12-31,9197.559056228327,146,136.06826770158784,4.94249860393222,书籍,西北
